Address,Lat,Long,Mls Number
"#1704 -101 ERSKINE AVE|Toronto, Ontario M4P1Y5",43.7115868,-79.3953911,C4681871
"#1604 -160 VANDERHOOF AVE|Toronto, Ontario M4G0B7",43.7143483,-79.3531453,C4674722
"#605 -25 BROADWAY AVE|Toronto, Ontario M4P1T7",43.7098768,-79.3958574,C4646231
"#1310 -2 SONIC WAY|Toronto, Ontario M3C0P2",43.720147751086,-79.3377408722047,C4661318
"#704 -68 MERTON ST|Toronto, Ontario M4S0A7",43.6970486,-79.394156,C4677941
"#1107 -5101 DUNDAS ST W|Toronto, Ontario M9A5G8",43.6449402,-79.5318472,W4660664
"#1115 -88 BLUE JAYS WAY|Toronto, Ontario M5V2G3",43.6455046,-79.3924571,C4673905
"#810 -355 KING ST W|Toronto, Ontario M5V1J6",43.6460089,-79.3919615,C4669676
"#1720 -158 FRONT ST E|Toronto, Ontario M5A1E5",43.6503014,-79.3682363,C4663315
"#206 -199 RICHMOND ST W|Toronto, Ontario M5V0H4",43.6495164,-79.3879544,C4657505
"#904 -5 ST JOSEPH ST|Toronto, Ontario M4Y1J6",43.6657528,-79.3855792,C4681455
"#2913 -70 CARLTON ST|Toronto, Ontario M5B1L6",43.6620099,-79.3792184,C4681482
"#2413 -7 GRENVILLE ST|Toronto, Ontario M4Y1A1",43.6619821,-79.3838754,C4668737
"#4303 -210 VICTORIA ST|Toronto, Ontario",43.6546239,-79.3790756,C4677230
"#1808 -111 ELIZABETH ST|Toronto, Ontario M5G1P7",43.6550554,-79.3847211,C4658452
"26 UPWOOD AVE|Toronto, Ontario M6L3A5",43.707054,-79.5002883,W4678160
"#5904 -197 YONGE ST|Toronto, Ontario M5B1M4",43.6535246,-79.3792385,C4669919
"#403 -2306 ST CLAIR AVE|Toronto, Ontario M6N1K8",43.6706912,-79.4783546,W4671903
"#2601 -2191 YONGE ST|Toronto, Ontario M4S3H8",43.7056569,-79.3974547,C4681177
"804 -  508 Wellington Street|Toronto, Ontario M5V1E3",43.64329,-79.399152,30785187
"#804 -508 WELLINGTON ST|Toronto, Ontario M5V1E3",43.6433248,-79.3991496,C4668053
"#4705 -88 HARBOUR ST|Toronto, Ontario M5J0C3",43.6419035,-79.379113,C4679982
"#419 -60 COLBORNE ST|Toronto, Ontario M5E1E3",43.6493806,-79.3745319,C4671639
"#701 -15 GRENVILLE ST|Toronto, Ontario M4Y1A1",43.6618822,-79.3841302,C4666063
"209 -  33 Bay Street|Toronto, Ontario M5J2Z3",43.642398,-79.376596,30786041
"#1034 -1030 KING ST W|Toronto, Ontario M6K3N3",43.6414819,-79.4158524,C4650890
"#1601 -185 ROEHAMPTON AVE|Toronto, Ontario M4P1R4",43.7089649,-79.3929849,C4679100
"49 ODOARDO DI SANTO CIRC|Toronto, Ontario M3L0E7",43.7290487,-79.522891,W4671644
"#807 -825 CHURCH ST|Toronto, Ontario M4W3Z4",43.6729415,-79.386777,C4657308
"265 TORBARRIE RD|Toronto, Ontario M3L0E2",43.7296643,-79.5240901,W4630369
"267 TORBARRIE RD|Toronto, Ontario M3L0E2",43.729712,-79.5241034,W4630359
"#505 -352 FRONT ST W|Toronto, Ontario M5V0K3",43.6432542,-79.3924143,C4637921
"#514 -24 WELLESLEY ST W|Toronto, Ontario M4Y2X6",43.6648437,-79.3859297,C4678479
"#807 -16 YONGE ST|Toronto, Ontario M5E2A3",43.6435329,-79.3761819,C4679568
"## 920 -20 BLUE JAYS WAY|Toronto, Ontario M5V3W6",43.6438459,-79.391824,C4677605
"#707 -8 MERCER ST|Toronto, Ontario M5V0C4",43.6460058,-79.3899085,C4636105
"#407 -211 RANDOLPH RD|Toronto, Ontario M4G4H1",43.7099822,-79.3641997,C4677830
"#2809 -161 ROEHAMPTON AVE|Toronto, Ontario M4P2K4",43.7087689,-79.3937974,C4662705
"570 JONES AVE|Toronto, Ontario M4J3H1",43.678634,-79.3398198,E4679506
"#901 -260 HEATH ST W|Toronto, Ontario M5P3L6",43.6863772,-79.4150239,C4673428
"#2204 -35 BALMUTO ST|Toronto, Ontario M4Y0A3",43.6694507,-79.3874705,C4558023
"#2006 -832 BAY ST|Toronto, Ontario M5S1Z6",43.661927,-79.3865112,C4678165
"#516 -633 BAY ST|Toronto, Ontario M5G2G4",43.656674,-79.3834432,C4667682
"#1202 -170 SUMACH ST|Toronto, Ontario M5A3K2",43.6602919,-79.3605766,C4681260
"#2910 -35 BALMUTO ST|Toronto, Ontario M4Y0A3",43.6694507,-79.3874705,C4607114
"#2703 -1 THE ESPLANADE|Toronto, Ontario M5E0A8",43.6458091,-79.3756819,C4681324
"#312 -199 RICHMOND ST W|Toronto, Ontario M5V0H4",43.6495164,-79.3879544,C4661421
"#201 -33 BAY ST|Toronto, Ontario M5J2Z3",43.6427847,-79.3770039,C4660907
"#404W -565 WILSON AVE|Toronto, Ontario M3H5Y6",43.7340513,-79.4480629,C4667587
"#503 -825 CHURCH ST|Toronto, Ontario M4W3Z4",43.6729415,-79.386777,C4680588
"#402 -426 QUEEN ST E|Toronto, Ontario M5A1T4",43.6565173,-79.3621758,C4677531
"#2402 -32 DAVENPORT RD|Toronto, Ontario M5R0B5",43.6732718,-79.3898897,C4648568
"#503 -1603 EGLINTON AVE|Toronto, Ontario M6E0A1",43.6969107,-79.4430945,C4682048
"#3101 -125 REDPATH AVE|Toronto, Ontario M4S2J9",43.7076691,-79.3923069,C4680938
"##5804 -197 YONGE ST|Toronto, Ontario M5B0C1",43.6535246,-79.3792385,C4654893
"##5704 -197 YONGE ST|Toronto, Ontario M5B1M4",43.6535246,-79.3792385,C4660349
"#3503 -181 DUNDAS ST E|Toronto, Ontario M5A0N5",43.657011,-79.3741052,C4673528
"#4013 -70 CARLTON ST|Toronto, Ontario M5B1L6",43.6622231785076,-79.3789935637957,C4681998
"31 B OAK ST|Toronto, Ontario M9N0A4",43.7081948,-79.5310289,W4680795
"#509 -1177 YONGE ST|Toronto, Ontario M4T2Y4",43.6828728,-79.391517,C4680634
"#222 -350 WELLINGTON ST W|Toronto, Ontario M5V3W9",43.6446286,-79.3929331,C4676037
"#6611 -14 YORK ST|Toronto, Ontario M5J2Z2",43.6418503,-79.3822455,C4652129
"#4311 -12 YORK ST|Toronto, Ontario M5J2Z2",43.6419664,-79.3817396,C4663613
"#TH45 -1808 ST CLAIR AVE W|Toronto, Ontario M6N1J5",43.6740162,-79.4625246,W4661533
"#901 -40 RICHVIEW RD|Toronto, Ontario M9A5C1",43.6851429,-79.5159483,W4661358
"#3210 ST -99 BROADWAY AVE|Toronto, Ontario M4P1V2",43.7106623,-79.3934822,C4645905
"242 CHURCH ST|Toronto, Ontario M4N1P1",43.7092901933786,-79.5061568165493,W4647411
"#208 -330 RICHMOND ST W|Toronto, Ontario M5V1X2",43.6487986,-79.3927565,C4676546
"#3907 -290 ADELAIDE ST W|Toronto, Ontario M5V1P6",43.64787,-79.391138,C4677937
"#309 -1 SCOTT ST|Toronto, Ontario M5E1A1",43.6468809,-79.3748981,C4680482
"#3413 -70 CARLTON ST|Toronto, Ontario M5B1L6",43.6620099,-79.3792184,C4620153
"#3503 -197 YONGE ST|Toronto, Ontario M5B1M4",43.6535246,-79.3792385,C4670945
"#1113 -160 VANDERHOOF AVE|Toronto, Ontario M4G0B7",43.7143483,-79.3531453,C4607583
"#911 -9 TIPPETT RD|Toronto, Ontario M3H2V1",43.733207,-79.4459517,C4646853
"#PH1 -501 ST CLAIR AVE W|Toronto, Ontario M5P0A2",43.6828845,-79.417815,C4666866
"#721 -38 CAMERON ST|Toronto, Ontario M2N1H1",43.6496963,-79.3982022,C4674720
"#4810 -14 YORK ST|Toronto, Ontario M5J2Z2",43.6418503,-79.3822455,C4679658
"#917 -75 PORTLAND ST|Toronto, Ontario M5V2M9",43.6439201,-79.3994776,C4675219
"#3807 -290 ADELAIDE ST|Toronto, Ontario M5V1P6",43.64787,-79.391138,C4680800
"#5906 -197 YONGE ST|Toronto, Ontario M5B0C1",43.6535246,-79.3792385,C4677800
"1709 -  33 LOMBARD Street|Toronto, Ontario M5C3H8",43.651647,-79.375881,30787818
"#1709 -33 LOMBARD ST|Toronto, Ontario M5C3H8",43.6516117,-79.3753344,C4678836
"#2109 -750 BAY ST|Toronto, Ontario M5G1N6",43.6597371,-79.3857791,C4680086
"#816 -111 ST CLAIR AVE W|Toronto, Ontario M4V1N5",43.6867088,-79.3992577,C4677428
"#615 -98 LILLIAN ST|Toronto, Ontario M4S0A5",43.7070228,-79.3941303,C4648122
"#3806 -10 YORK ST|Toronto, Ontario M5J2Z2",43.6410867,-79.3814047,C4641119
"#614 -18 YORKVILLE AVE|Toronto, Ontario M4W1L4",43.6720790834199,-79.3878471853532,C4569470
"28 AMROTH AVE|Toronto, Ontario M4C4H2",43.6843213,-79.3111806,E4678832
"#202 -1300 ISLINGTON AVE|Toronto, Ontario M9A5C4",43.6500151,-79.5263909,W4680646
"#1303 -1603 EGLINTON AVE W|Toronto, Ontario M6E2H1",43.6969107,-79.4430945,C4605676
"#517 -8 TRENT AVE|Toronto, Ontario M4C0A6",43.6879786,-79.2956737,E4644843
"#306B -35 FONTENAY CRT|Toronto, Ontario M9A0C4",43.6822186,-79.5106554,W4642709
"#503 -889 BAY ST|Toronto, Ontario M5S3K5",43.6630568,-79.3861774,C4678982
"#2001 -57 ST JOSEPH ST|Toronto, Ontario M5S0C5",43.6653563,-79.387999,C4678727
"#1304 -25 BROADWAY AVE|Toronto, Ontario M4P1T7",43.7098768,-79.3958574,C4673765
"#414 -25 FONTENAY CRT|Toronto, Ontario M9A0C4",43.6826838,-79.5110857,W4660747
"#25 -15 BEVERLEY ST|Toronto, Ontario M5T0B3",43.650405,-79.3921684,C4674893
"#539 -22 LEADER LANE|Toronto, Ontario M5E0B2",43.6492612,-79.3757259,C4655198
"#214 -8 CHARLOTTE ST|Toronto, Ontario M5V0K4",43.6460936,-79.3939515,C4624053
"#6011 -197 YONGE ST|Toronto, Ontario M5B0C1",43.6535246,-79.3792385,C4675105
"#4811 -8 EGLINTON AVE E|Toronto, Ontario M4P0C1",43.7070826,-79.3977711,C4679416
"#617 -8 TRENT AVE|Toronto, Ontario M4C0A6",43.6879786,-79.2956737,E4644847
"#2406 -30 NELSON AVE|Toronto, Ontario L6X1B9",43.6490837,-79.3886715,C4664104
"#3607 -300 FRONT ST W|Toronto, Ontario M5V0E9",43.6441277,-79.3894058,C4653786
"#1203 -825 CHURCH ST|Toronto, Ontario M4W3Z4",43.6729415,-79.386777,C4493313
"#6903 -100 HARBOUR ST|Toronto, Ontario M5J0B5",43.6418064,-79.3789807,C4658292
"18 BOWMORE RD|Toronto, Ontario M4L3H7",43.6741186,-79.3134807,E4677179
"#C101 -303 KINGSTON RD|Toronto, Ontario M4L1T6",43.6741277,-79.3074302,E4681662
"#1904 -1815 YONGE ST|Toronto, Ontario M4T2A4",43.6960167,-79.3956848,C4671864
"#2305 -30 NELSON ST|Toronto, Ontario M5V0H5",43.6490632,-79.3886581,C4626286
"#314 -32 DAVENPORT RD|Toronto, Ontario M5R1H3",43.6732718,-79.3898897,C4660769
"#1601 -40 RICHVIEW RD|Toronto, Ontario M9A5C1",43.6851429,-79.5159483,W4668771
"194 LINSMORE CRES|Toronto, Ontario M4J4L4",43.6896615,-79.3325833,E4676387
"201 GLEDHILL AVE|Toronto, Ontario M4C5K9",43.6928856,-79.3109715,E4679922
"#705 -253 MERTON ST|Toronto, Ontario M4S3H2",43.6974417,-79.3888409,C4679071
"422 RHODES AVE|Toronto, Ontario M4L3A5",43.6761026,-79.3220531,E4677314
"#602 -70 DISTILLERY LANE|Toronto, Ontario M5A0E3",43.6503953,-79.3581104,C4682664
"#706 SW -177 FRONT ST E|Toronto, Ontario M5A1E7",43.6503712,-79.3678027,C4541519
"#2603 -381 FRONT ST W|Toronto, Ontario M5V3R8",43.64278,-79.3927596,C4680465
"#202 -20 BRIN DR|Toronto, Ontario M8X1Y6",43.6615072056156,-79.511830182605,W4616175
"#1110 -181 DUNDAS ST E|Toronto, Ontario M5A1Z5",43.657011,-79.3741052,C4678005
"#4910 -200 DUNDAS ST E|Toronto, Ontario",43.6573757,-79.3740982,C4675057
"#S524 -112 GEORGE ST|Toronto, Ontario M5A4P8",43.6520584,-79.3714575,C4672528
"#1534 -525 ADELAIDE ST W|Toronto, Ontario M5V1T6",43.6453399,-79.4021852,C4668034
"#404 -41 OSSINGTON AVE|Toronto, Ontario M6J2Y9",43.6452118,-79.4187774,C4681746
"#1816 -330 RICHMOND ST|Toronto, Ontario M5V1X2",43.6487986,-79.3927565,C4650173
,,,
"#TH5 -1350 KINGSTON RD|Toronto, Ontario",43.6858439,-79.2741329,E4520519
"#402 -1 LOMOND DR|Toronto, Ontario M8X2Z3",43.6466436,-79.5222866,W4675982
"#202 -105 GEORGE ST|Toronto, Ontario M5A2N4",43.6522103,-79.3707988,C4677434
"40 GRIERSON RD|Toronto, Ontario M9W3R3",43.7143426,-79.5450099,W4646420
"#605 -33 CHARLES ST E|Toronto, Ontario M4Y1R9",43.6685778,-79.3844795,C4625413
"#3103 -88 BLUE JAYS WAY|Toronto, Ontario M5V2G3",43.6455046,-79.3924571,C4682681
"#3803 -12 YORK ST|Toronto, Ontario M5J2Z2",43.6419664,-79.3817396,C4657460
"#1126 -36 BLUE JAYS WAY|Toronto, Ontario M5V3T3",43.6449299,-79.3921465,C4666486
"#1802 -355 KING ST W|Toronto, Ontario M5V1J6",43.6460089,-79.3919615,C4593185
"#908 -295 ADELAIDE ST W|Toronto, Ontario M5V1P7",43.6476273,-79.3904081,C4667572
"#PH6 -35 BRIAN PECK CRES|Toronto, Ontario M4G0A5",43.7146689,-79.3545641,C4670273
"#2205 -355 KING ST W|Toronto, Ontario M5V1J6",43.6460089,-79.3919615,C4643677
"#614 -525 ADELAIDE ST W ST|Toronto, Ontario M5V1T6",43.6453399,-79.4021852,C4673730
"97 JOHN ST|Toronto, Ontario M9N1J9",43.704387818975,-79.5136295380422,W4601144
"#1602 -88 BROADWAY AVE|Toronto, Ontario M4P0A5",43.7110313,-79.3943759,C4677479
"#2809 -42 CHARLES ST E|Toronto, Ontario M4Y1T4",43.6693008,-79.3841708,C4677962
"#2103 -386 YONGE ST|Toronto, Ontario M5B0A5",43.659329,-79.3826747,C4622412
"#706 -39  QUEENS QUAY E|Toronto, Ontario M5E0A5",43.6416066,-79.3719866,C4678094
"25 FUSILIER DR|Toronto, Ontario M1L0J4",43.7173902,-79.2793645,E4678724
"#2610 -161 ROEHAMPTON AVE|Toronto, Ontario M4P1P9",43.7087689,-79.3937974,C4665154
"1 RAY AVE|Toronto, Ontario M6M2A7",43.6887751,-79.4938711,W4629158
"#2905 -355 KING ST W|Toronto, Ontario M5V1J6",43.6460089,-79.3919615,C4648682
"#LPH3 -55 BLOOR ST E|Toronto, Ontario M4W3W6",43.6702125,-79.3851173,C4677323
"197 CEDRIC AVE|Toronto, Ontario M6C3X7",43.6897679,-79.4373028,C4670530
"#TH104 -152 FLEMINGTON RD|Toronto, Ontario M6A2P3",43.7231238,-79.4480575,W4659146
"#404 -15 BEVERLEY ST|Toronto, Ontario M5T1X8",43.650405,-79.3921684,C4613254
"#1010 -138 PRINCESS ST|Toronto, Ontario M5A0B1",43.6512193,-79.3672799,C4678229
"#306 -223 ST CLAIR AVE W|Toronto, Ontario M4V0A5",43.6856789,-79.404689,C4637455
"#1612 -2000 ISLINGTON AVE|Toronto, Ontario M9P3S7",43.6973155,-79.548265,W4621228
"318 CEDARVALE AVE|Toronto, Ontario M4C4K4",43.6927081,-79.3139149,E4678283
"3 YARMOUTH RD|Toronto, Ontario M6G1W5",43.6703313,-79.4188999,C4678458
"#3111 -1 BLOOR ST E|Toronto, Ontario M4W1A9",43.6697472,-79.3858871,C4677458
"#501 -21 BALMUTO ST|Toronto, Ontario M4Y1R7",43.6691531,-79.3873723,C4665988
"1514 -  45 CARLTON Street|Toronto, Ontario M5B2H9",43.661659,-79.380737,30778426
"121 KITCHENER AVE|Toronto, Ontario M6E2B8",43.6890298,-79.4593356,W4676584
"286 SWANWICK AVE|Toronto, Ontario M1N1W4",43.6857168285144,-79.2846358048359,E4677030
"97 CUFFLEY CRES N|Toronto, Ontario M3K1Y3",43.7344761,-79.4793309,W4681948
"135 PLAYFAIR AVE|Toronto, Ontario M6B2R4",43.7082104,-79.4648293,W4674553
"#1902 -21 WIDMER ST|Toronto, Ontario M5V2E8",43.6472259,-79.3911003,C4658010
"#1204 -88 HARBOUR ST|Toronto, Ontario M5J0C3",43.6419035,-79.379113,C4641989
"#420 -608 RICHMOND ST W|Toronto, Ontario M5V0N9",43.6468075,-79.4027979,C4677176
"#810 -560 KING ST W|Toronto, Ontario M5V1M3",43.644893,-79.3989021,C4680500
"#3208 -65 ST MARY ST|Toronto, Ontario M5S0A6",43.6669867385559,-79.3893260549294,C4679423
,,,
"#2304 -33 BAY ST|Toronto, Ontario M5J2Z3",43.6427847,-79.3770039,C4660168
"#1905 -390 CHERRY ST|Toronto, Ontario M5A0E2",43.6505536,-79.3573819,C4676310
"#1806 -57 ST JOSEPH ST|Toronto, Ontario M5S0C5",43.6653563,-79.387999,C4641083
"#1902 -8 MERCER ST|Toronto, Ontario M5V0C4",43.6460058,-79.3899085,C4676017
"#210 -170 AVENUE RD|Toronto, Ontario M5R0A4",43.6752958,-79.3972626,C4628995
"#1104 -2 SONIC WAY|Toronto, Ontario M3C0P2",43.7201290327223,-79.3373927006543,C4671641
"#1101 -2010 ISLINGTON AVE|Toronto, Ontario M9P3S8",43.6984965,-79.5481243,W4675154
"#2608 -355 KING ST W|Toronto, Ontario M5V1J6",43.6460089,-79.3919615,C4645675
"#4002 -295 ADELAIDE ST W|Toronto, Ontario M5V1P7",43.6476273,-79.3904081,C4671628
"#808 -5 ST. JOSEPH ST|Toronto, Ontario M4Y0B6",43.6657528,-79.3855792,C4679356
"#1306 -88 BROADWAY AVE|Toronto, Ontario M4P0A5",43.7110313,-79.3943759,C4671180
"#4404 -100 HARBOUR  ST|Toronto, Ontario M5J2T5",43.6418064,-79.3789807,C4678823
"#3 -110 FREDERICK TISDALE DR|Toronto, Ontario M3K0A8",43.7355756,-79.4767108,W4667062
"3 GUYTOI CRT|Toronto, Ontario M3C1Y1",43.7322659,-79.341121,C4681997
"#917 -25 RICHMOND ST E|Toronto, Ontario M5C1M1",43.6519136,-79.3771828,C4649807
"#S1905 -355 KING ST W|Toronto, Ontario M5V1J6",43.6460089,-79.3919615,C4680010
"#3304 -25 QUEENS QUAY E|Toronto, Ontario M5A4K9",43.6419079,-79.3728922,C4662339
"#610 -455 ROSEWELL AVE|Toronto, Ontario M4R2H9",43.7209829,-79.4119666,C4678281
"#N0302 -6 SONIC WAY|Toronto, Ontario M3C0P1",43.7200925348846,-79.3378553506354,C4671660
"1001 GREENWOOD AVE|Toronto, Ontario M4J4C7",43.6890417,-79.3354029,E4674427
"#412 -225 DAVENPORT  RD|Toronto, Ontario M5R3R2",43.6747205,-79.3958601,C4682478
"#310 -825 CHURCH ST|Toronto, Ontario M4W3Z4",43.6729415,-79.386777,C4517101
"#810 -60 TANNERY RD|Toronto, Ontario M5A0S8",43.6536437,-79.3550852,C4649345
"#602 -233 CARLAW AVE|Toronto, Ontario M4M3N6",43.6630997,-79.3403069,E4682271
"#102 -20 TUBMAN AVE|Toronto, Ontario M5A0M5",43.6607029,-79.359192,C4643608
"#PH105 -133 WYNFORD DR|Toronto, Ontario M3C0J5",43.7268446,-79.3281759,C4680029
"#2708 -70 CARLTON ST|Toronto, Ontario M5B1L6",43.6620099,-79.3792184,C4681904
"#PH11 -130 CARLTON ST|Toronto, Ontario M5A4K3",43.6628581,-79.3762719,C4674094
"#2908 -5 ST JOSEPH ST E|Toronto, Ontario M4Y1J6",43.6657528,-79.3855792,C4632923
"#1603 -88 BLUE JAYS WAY|Toronto, Ontario M5V2G3",43.6455046,-79.3924571,C4670911
"#311 -32 DAVENPORT RD|Toronto, Ontario M5R1H3",43.6732718,-79.3898897,C4669112
"#3603 -825 CHURCH ST|Toronto, Ontario M4W3Z4",43.6729415,-79.386777,C4646325
"403 WINONA DR|Toronto, Ontario M6C3T4",43.6878941,-79.4346871,C4678389
"#TH9 -1350 KINGSTON RD|Toronto, Ontario",43.6858439,-79.2741329,E4594268
"254 CEDARVALE AVE|Toronto, Ontario M4C4K2",43.6908483,-79.3132276,E4676882
"9 LARMERE CRT|Toronto, Ontario M1K1V8",43.7110493,-79.2657321,E4641255
"9 LILY CUP AVE|Toronto, Ontario M1L0H4",43.7024635,-79.2716822,E4672776
"821 OSSINGTON AVE|Toronto, Ontario M6G3V2",43.6642419,-79.4263686,W4678736
,,,
"#1001 -281 MUTUAL ST|Toronto, Ontario M4Y3C4",43.6632108,-79.3778032,C4680902
"#2806 -35 BALMUTO ST|Toronto, Ontario M4Y0A3",43.6694507,-79.3874705,C4680208
"#6606 -100 HARBOUR ST|Toronto, Ontario M5J2T5",43.6418064,-79.3789807,C4681710
"#822 -1029 KING ST W|Toronto, Ontario M6K3M9",43.6411124,-79.4158537,C4679422
"#4107 -88 SCOTT ST|Toronto, Ontario M5E0A9",43.6483688,-79.3766013,C4665669
"#3401 -37 GROSVENOR ST|Toronto, Ontario M4Y3G5",43.662407,-79.3859435,C4674468
"#1403 -717 BAY ST|Toronto, Ontario M5G2J9",43.6588362,-79.3846552,C4663785
"#511 -1888 BAYVIEW AVE|Toronto, Ontario M4G0A7",43.7173741,-79.3786732,C4669130
"#402 -1316 KINGSTON RD|Toronto, Ontario M1N1P6",43.6849863,-79.275346,E4640712
"#905 -215 QUEEN ST|Toronto, Ontario M5V1Z4",43.6505077,-79.3878689,C4656670
"#2101 -71 SIMCOE ST|Toronto, Ontario M5J2S9",43.6466423,-79.3855088,C4633445
"#715 -51 LOWER SIMCOE ST|Toronto, Ontario M5J3A2",43.6422382,-79.3835757,C4652990
"#3611 -355 KING ST W|Toronto, Ontario M5V1J6",43.6460089,-79.3919615,C4556583
"#306 -128 PEARS AVE|Toronto, Ontario M5R1T2",43.6755128,-79.3977108,C4651059
"#702 -875 QUEEN ST E|Toronto, Ontario M4M1J2",43.6600075,-79.3432223,E4674833
"61 MCDONALD AVE|Toronto, Ontario M1L3Y7",43.7092839,-79.2952453,E4662457
"#1104 -10 INN ON THE PARK DR|Toronto, Ontario",43.7195824705543,-79.3491238365634,C4630914
"#504 -101 CHARLES ST E|Toronto, Ontario M4Y1V2",43.6695928,-79.3805797,C4659654
"#1509 -101 PETER ST|Toronto, Ontario M5V0G6",43.6475126,-79.3927022,C4645401
"#3408 -300 FRONT ST W|Toronto, Ontario M5V0E9",43.6441277,-79.3894058,C4645427
"#501 -14 YORK ST|Toronto, Ontario M5J0B1",43.6418503,-79.3822455,C4650734
"#914 -295 ADELAIDE ST W|Toronto, Ontario M5V1P7",43.6476273,-79.3904081,C4674719
"#715 -7 GRENVILLE ST|Toronto, Ontario M4Y1W9",43.6619821,-79.3838754,C4665923
"#1102 -45 CHARLES ST E|Toronto, Ontario M4Y0B8",43.6687178,-79.3839957,C4648771
"#902 -1 LOMOND DR|Toronto, Ontario M8X2Z3",43.6466436,-79.5222866,W4681896
"#302 -128 PEARS AVE|Toronto, Ontario M5R1T2",43.6755128,-79.3977108,C4651051
"50 MOBERLY AVE|Toronto, Ontario M4C4B1",43.6836255,-79.3136237,E4679106
"#405 -63 ST CLAIR AVE W|Toronto, Ontario M4V2Y9",43.686598,-79.3972378,C4666634
"#213 -1603 EGLINTON AVE W|Toronto, Ontario M6E2H1",43.6969107,-79.4430945,C4673511
"#401 -169 JOHN ST|Toronto, Ontario M5T1X3",43.6504858,-79.3911961,C4673962
"#716 -7 GRENVILLE ST|Toronto, Ontario M4Y1A1",43.6619821,-79.3838754,C4675455
"#1116 -70 ROEHAMPTON AVE|Toronto, Ontario M4P1R2",43.7089554,-79.3960994,C4672615
"48 LANGSIDE AVE|Toronto, Ontario M9N3E4",43.7101191,-79.5182103,W4640164
"154 CALVINGTON DR|Toronto, Ontario M3M2M6",43.7313607,-79.4944453,W4661349
"#805 -35 FONTENAY CRT|Toronto, Ontario M9A0C4",43.6822186,-79.5106554,W4669446
"29 CHRYESSA AVE|Toronto, Ontario M6N4T4",43.6803022,-79.4947892,W4574696
"48 KINGSLEY AVE|Toronto, Ontario M6N1A4",43.6683095,-79.4542043,W4677395
"#501 -501 ADELAIDE ST W|Toronto, Ontario M5V1T4",43.6454035,-79.4014137,C4640474
"3407 12 YORK Street|Toronto, Ontario M5J0A9",43.642125,-79.382458,H4071043
"#106 -436 WELLINGTON ST W|Toronto, Ontario M5V1E3",43.6437502,-79.3968907,C4671407
"#101/102 -915 KING ST W|Toronto, Ontario M6K3M2",43.6416567,-79.4127352,C4668714
"#3609 -300 FRONT ST W|Toronto, Ontario M5V0E9",43.6441277,-79.3894058,C4670560
"56 DELWOOD DR|Toronto, Ontario M1L2S7",43.7155079,-79.2978415,E4681706
"#1010 -1 ABERFOYLE CRES|Toronto, Ontario M8X2X8",43.6459195,-79.5196192,W4667427
"#PH10 -210 VICTORIA ST|Toronto, Ontario M5B2R3",43.6546239,-79.3790756,C4676456
"#1801 -210 VICTORIA ST|Toronto, Ontario M5B2R3",43.6546239,-79.3790756,C4678412
"#517 -608 RICHMOND ST W|Toronto, Ontario M5V0N9",43.6468075,-79.4027979,C4665440
"#3301 -125 PETER ST|Toronto, Ontario M5V2G9",43.6483169,-79.3930652,C4681588
"#207 -1249 QUEEN ST E|Toronto, Ontario M4L1C2",43.6634245,-79.3292709,E4665079
"#1508 -35 BALMUTO ST|Toronto, Ontario M4Y0A3",43.6694507,-79.3874705,C4631430
"361 KINGSTON RD|Toronto, Ontario M4L1T8",43.6753283,-79.3060874,E4669147
"2 YPRES RD|Toronto, Ontario M6M1N9",43.6886387,-79.4698831,W4672349
"#805 -280 SIMCOE ST|Toronto, Ontario M5T2Y5",43.6551804,-79.3896383,C4637855
"3 AMBER CRESCENT|Toronto, Ontario M6L2R5",43.719675,-79.483161,242647
"##402 -170 CHILTERN HILL RD|Toronto, Ontario M6C2C3",43.7002209,-79.4277612,C4680395
"#603 -507 KINGSTON RD|Toronto, Ontario M4L1V5",43.677471,-79.3022569,E4676847
"#615 -77 AVENUE RD|Toronto, Ontario M5R3R8",43.6718959,-79.3949245,C4633249
"#1311 -24 WELLESLEY ST W|Toronto, Ontario M4Y2X6",43.6648437,-79.3859297,C4637480
"#3803 -28 TED ROGERS WAY|Toronto, Ontario M4Y2W7",43.6705872,-79.3806087,C4590631
"43 PERTH AVE|Toronto, Ontario M6R2C1",43.6558382,-79.4476396,C4677415
"#1416 -576 FRONT ST W|Toronto, Ontario",43.6410714,-79.400252,C4663420
"#506 -1630 QUEEN ST E|Toronto, Ontario M4L1G3",43.6666437,-79.3159457,E4671918
"#304 -128 PEARS AVE|Toronto, Ontario M5R1T2",43.6755128,-79.3977108,C4651061
"6 TEIGNMOUTH AVE|Toronto, Ontario M6E1S5",43.6857133,-79.4503412,W4682109
"#1403 -1121 BAY ST|Toronto, Ontario M5S3L9",43.667978,-79.388548,C4649397
"LOT 21 WE26 CRT|Toronto, Ontario",43.7358915,-79.2904555,E4668846
"251B CHISHOLM AVE|Toronto, Ontario M4C4W5",43.6948318,-79.3056888,E4646257
"25 LEROY AVE|Toronto, Ontario M4J4G6",43.6880567,-79.3339768,E4678496
"24 WOODMOUNT AVE|Toronto, Ontario M4C3X7",43.6860232,-79.3159019,E4677413
"34A MCMURRICH ST|Toronto, Ontario M5R2A2",43.673983,-79.390142,C4679094
"#305 -1174 YONGE ST|Toronto, Ontario M4W2L9",43.6805741,-79.3912778,C4672237
